feature	partner	model_id
MIAT	HDHD5	SIDM00613
SULT4A1	HIRA	SIDM00613
CASS4	TMEM120B	SIDM00614
CBFB	C16orf70	SIDM00614
SLCO1C1	PDE3A	SIDM00614
ANKRD36	MAP4K4	SIDM00615
CDKN2A	CDKN2B-AS1	SIDM00615
CDKN2B-AS1	CDKN2A	SIDM00615
LINC00709	PHYH	SIDM00615
QTRT1	DNM2	SIDM00615
STK38	SRPK1	SIDM00615
USP54	AP1M2	SIDM00615
CAV2	ADAM22	SIDM00616
CDK14	MAN2A1	SIDM00616
CCDC146	FBXL13	SIDM00617
CYP1B1	PTPN1	SIDM00617
EIF3B	IQCE	SIDM00617
NUBPL	ARHGAP5	SIDM00617
SMG5	ARHGEF2	SIDM00617
YARS	PHC2	SIDM00617
ABHD17AP3	PTPN14	SIDM00618
C17orf77	UNK	SIDM00618
CRLF1	TANC1	SIDM00618
EVX1	SYNRG	SIDM00618
EXOSC3	AGAP1	SIDM00618
IQSEC3	WNK1	SIDM00618
NUP210L	DENND4B	SIDM00618
STRN3	AGO2	SIDM00618
ZSCAN5B	ZNF787	SIDM00618
AATK	PBRM1	SIDM00619
ABCC3	LUC7L3	SIDM00619
ADARB2	DIP2C	SIDM00619
AFF3	REV1	SIDM00619
ATP2B4	XPR1	SIDM00619
ATRIP	RBM6	SIDM00619
BAIAP2	ZNF16	SIDM00619
C22orf34	ATXN10	SIDM00619
CACTIN	MFSD12	SIDM00619
CAMTA1	SRF	SIDM00619
CASC4	OIP5-AS1	SIDM00619
CCDC88A	MTIF2	SIDM00619
CFLAR-AS1	FAM126B	SIDM00619
CISD3	MLLT6	SIDM00619
DLX3	FAM117A	SIDM00619
ERC1	WNK1	SIDM00619
FRMD5	MGA	SIDM00619
GART	TMEM50B	SIDM00619
GTPBP4	WDR37	SIDM00619
GYS2	GOLT1B	SIDM00619
HEATR4	NUMB	SIDM00619
HORMAD1	GLMP	SIDM00619
HOXB3	NEDD4	SIDM00619
IL1B	CKAP2L	SIDM00619
INSIG1	RCC1	SIDM00619
KCNJ4	NFAT5	SIDM00619
KLB	LIAS	SIDM00619
KSR1	ZFYVE19	SIDM00619
LARS2	LIMD1	SIDM00619
LINC01185	CLCN5	SIDM00619
MGA	WDR76	SIDM00619
MOCOS	FHOD3	SIDM00619
MTOR	EXOSC10	SIDM00619
MXRA7	UBE2O	SIDM00619
MYEOV	CCND1	SIDM00619
NCOA7	TRMT11	SIDM00619
NUP98	ABHD12	SIDM00619
PBRM1	AATK	SIDM00619
PHF20	RCC1	SIDM00619
PSMD1	ARMC9	SIDM00619
PYGO2	KCNN3	SIDM00619
RBFOX3	CANT1	SIDM00619
RGSL1	LINC01344	SIDM00619
RHOA	LRRC75A-AS1	SIDM00619
RHOA	RCC1	SIDM00619
RPTOR	DCAF7	SIDM00619
SGSM2	NCOR1	SIDM00619
SOX13	KIRREL1	SIDM00619
SS18L1	OSBPL2	SIDM00619
SSTR3	LARGE1	SIDM00619
TGM7	INO80	SIDM00619
TNFAIP8L3	GABPB1	SIDM00619
TRAPPC6B	SEC23A	SIDM00619
TSPOAP1	CHMP6	SIDM00619
UBE2D2	LRRC75A-AS1	SIDM00619
UBE2D2	RCC1	SIDM00619
UCHL1	LIMCH1	SIDM00619
UFC1	USP21	SIDM00619
UHMK1	AKT3	SIDM00619
WNT3	ARL17B	SIDM00619
ZNF300P1	ZNF300	SIDM00619
ZNF774	IQGAP1	SIDM00619
ZNF826P	MAP2K2	SIDM00619
CMSS1	COL8A1	SIDM00620
DPH6-DT	DPH6	SIDM00620
FAM98B	EMC4	SIDM00620
FSIP1	EMC4	SIDM00620
PAQR9	MORF4L2	SIDM00620
PPHLN1	MYL6	SIDM00620
BNIP3L	DPYSL2	SIDM00621
DHX40	MAP4	SIDM00621
EHBP1	USP34	SIDM00621
FLI1	EWSR1	SIDM00621
IFIT1	PTEN	SIDM00621
IFIT1B	PTEN	SIDM00621
MAP4	DHX40	SIDM00621
USP34	EHBP1	SIDM00621
FARP1	ABCC4	SIDM00622
CIITA	CLEC16A	SIDM00623
LINC00298	LINC00299	SIDM00623
UBC	NCOR2	SIDM00623
ERVK3-1	ZSCAN22	SIDM00625
NLGN1	NAALADL2	SIDM00625
SNTB2	TANGO6	SIDM00625
TSC2	MIR940	SIDM00625
ARHGEF2	GON4L	SIDM00627
FAM222B	KIAA0100	SIDM00627
IL4R	TET3	SIDM00627
SLMAP	FLNB	SIDM00627
SPATS2	KCNH3	SIDM00627
CEP131	BAIAP2	SIDM00628
COPA	DCAF8	SIDM00628
FBXO3	RDH13	SIDM00628
GRHL2	STK3	SIDM00628
MAST2	ARID1A	SIDM00628
SLC25A32	UBR5	SIDM00628
ZNF362	HP1BP3	SIDM00628
ACTA2	PHACTR4	SIDM00629
ATP10A	C12orf49	SIDM00629
ATP6V1C1	RIMS2	SIDM00629
C1QTNF4	CELF1	SIDM00629
DMXL1	TNFAIP8	SIDM00629
DPYSL3	SPRY4	SIDM00629
GLE1	SPTAN1	SIDM00629
IL18R1	TMEM182	SIDM00629
KCNG4	TAF1C	SIDM00629
LINC-PINT	COBL	SIDM00629
LINC00686	RBPMS2	SIDM00629
MCMBP	TIAL1	SIDM00629
MOGAT2	UVRAG	SIDM00629
MTOR	EXOSC10	SIDM00629
NOL8	IARS	SIDM00629
NTSR1	USP3	SIDM00629
NUP85	CHD2	SIDM00629
P2RX1	KIRREL1	SIDM00629
PDHX	TRIM44	SIDM00629
PHACTR2	SLC22A23	SIDM00629
PRDX3	PTEN	SIDM00629
PTCD1	PDAP1	SIDM00629
RBPMS2	HERC1	SIDM00629
RBPMS2	ZNF609	SIDM00629
RSRC1	MFSD1	SIDM00629
RTF1	TYRO3	SIDM00629
SET	PKN3	SIDM00629
TCHP	ANKRD13A	SIDM00629
UPB1	SNRPD3	SIDM00629
WNT2B	SLC16A1-AS1	SIDM00629
XPO1	USP34	SIDM00629
ANO1	ZNF331	SIDM00630
CCSER2	STN1	SIDM00630
FHIT	LRIG1	SIDM00630
KIF26B	RYR2	SIDM00630
OTUB1	SHANK2	SIDM00630
RYR2	FMN2	SIDM00630
SHANK2	RAD9A	SIDM00630
BAALC-AS1	SCAF11	SIDM00631
BDNF	SOCS7	SIDM00631
BLM	CTIF	SIDM00631
BPGM	EXOC4	SIDM00631
COG7	USP31	SIDM00631
DDX52	ACACA	SIDM00631
FAF2	FGFR4	SIDM00631
FAM219A	KIF24	SIDM00631
FAM46C	TRIM33	SIDM00631
FBXL20	ZNF718	SIDM00631
FOXP3	OTUD5	SIDM00631
GSDMB	MYO1D	SIDM00631
PSMB3	LASP1	SIDM00631
SPRYD7	KPNA3	SIDM00631
SPTY2D1	UIMC1	SIDM00631
SYNRG	SHANK2	SIDM00631
TMEM176A	CUX1	SIDM00631
TMEM72-AS1	ZNF239	SIDM00631
TPGS1	SBNO2	SIDM00631
VPS25P1	TRIM33	SIDM00631
FOLR3	ANAPC15	SIDM00632
MIS18A	TIAM1	SIDM00633
NRG1	TENM4	SIDM00633
RSF1	TPCN2	SIDM00633
TENM4	PPP6R3	SIDM00633
TENM4	RSF1	SIDM00633
ZFAND2A	C7orf50	SIDM00633
PDGFD	CADM1	SIDM00636
TRBJ2-3	TRBV3-1	SIDM00636
ZNF529	ZNF566	SIDM00636
PAICS	CEP135	SIDM00637
TEX41	PLEKHB2	SIDM00637
APLP2	DDIAS	SIDM00638
BAG1	B4GALT1	SIDM00638
DNAJC11	NOL9	SIDM00638
KDM2A	RAD9A	SIDM00638
LPL	PEX5	SIDM00638
LTN1	SLC37A1	SIDM00638
OTUD4	ANAPC10	SIDM00638
PARVA	TEAD1	SIDM00638
PMFBP1	CYB5B	SIDM00638
PREX1	STAU1	SIDM00638
RAD51	RMDN3	SIDM00638
UBC	NCOR2	SIDM00638
UBC	SCARB1	SIDM00638
CCDC85C	SETD3	SIDM00640
CDKN2B-AS1	LINGO2	SIDM00640
NREP-AS1	WDR36	SIDM00640
TPGS1	PROM1	SIDM00640
ZFYVE1	ABCD4	SIDM00640
CCBE1	WDR7	SIDM00641
DIP2C	SSBP2	SIDM00641
FARS2	CTNNB1	SIDM00641
TMEM117	ARID2	SIDM00641
HTATIP2	NELL1	SIDM00642
MAP3K13	SENP2	SIDM00642
MZB1	TRERF1	SIDM00642
NOTO	KRBOX4	SIDM00642
OTUB1	SHANK2	SIDM00642
PCLO	CACNA2D1	SIDM00642
SHANK2	RAD9A	SIDM00642
SLC35A1	TSHZ2	SIDM00642
ZC3H4	STRN4	SIDM00642
CALR3	EPS15L1	SIDM00644
CASC11	OSBPL2	SIDM00644
CLPB	ZFP91	SIDM00644
GPC3	HS6ST2	SIDM00644
MAP2K1	HERC1	SIDM00644
PACS1	GAB2	SIDM00644
PARP11	CRACR2A	SIDM00644
PARP16	COX5A	SIDM00644
PC	TENM4	SIDM00644
PCDH15	ERCC6	SIDM00644
PCF11	WNT11	SIDM00644
RBBP8NL	LAMA5	SIDM00644
RBBP8NL	PVT1	SIDM00644
SNRPB2	PVT1	SIDM00644
TASP1	OSBPL2	SIDM00644
TSPAN3	MCF2L	SIDM00644
CROCCP3	VPS13D	SIDM00645
DNAJB14	TSPAN5	SIDM00645
LRRK2	YAF2	SIDM00645
MAD1L1	C7orf50	SIDM00645
NIPBL	FBXO4	SIDM00645
OSCP1	STK40	SIDM00646
CCDC26	FAM49B	SIDM00648
HHLA1	ASAP1	SIDM00648
KCNJ6	DSCR4	SIDM00648
KCNQ3	PVT1	SIDM00648
KIAA1147	KMT2C	SIDM00648
TTC21B	HECTD1	SIDM00648
WDR27	CDKAL1	SIDM00648
CAST	LNPEP	SIDM00649
GABRA4	FRYL	SIDM00649
ITPR1	PLCL2	SIDM00649
KCTD16	ARID2	SIDM00649
MYH9	IPO7	SIDM00649
MYL4	FAM171A2	SIDM00649
RPLP2	TSPAN4	SIDM00649
SPTAN1	CIZ1	SIDM00649
CHEK2	TTC28	SIDM00650
FADS3	CPSF7	SIDM00650
KCTD5	GNG4	SIDM00650
NXPE2	USP28	SIDM00650
XPO4	PSPC1	SIDM00650
LCMT1	UQCRC2	SIDM00652
NCBP3	TMCO3	SIDM00652
SNAPC3	CCDC171	SIDM00652
ZNF418	SH3GL2	SIDM00652
ANKRD28	NR2C2	SIDM00653
DCD	CBX5	SIDM00653
DPEP3	CENPT	SIDM00653
MYCL	RLF	SIDM00653
MYCL	TRIT1	SIDM00653
PACSIN2	TP73	SIDM00653
PPIE	RLF	SIDM00653
PPIE	TRIT1	SIDM00653
TRIT1	RLF	SIDM00653
WNT7A	NUP210	SIDM00653
PLCD3	EFTUD2	SIDM00654
ALKBH8	ALG8	SIDM00655
CSGALNACT2	USP32	SIDM00655
ERG28	TMED8	SIDM00655
ICMT	RPL22	SIDM00655
IRAIN	JARID2	SIDM00655
MTA3	EML4	SIDM00655
NWD1	GATAD2A	SIDM00655
PKNOX2	FCHSD2	SIDM00655
RNF141	SBF2	SIDM00655
SPA17	PPFIA1	SIDM00655
ACER3	TENM4	SIDM00658
GAB2	RSF1	SIDM00658
INTS4	PRCP	SIDM00658
KDM2A	RPS6KB2	SIDM00658
KIF7	SCAND2P	SIDM00658
LAMA2	GPR107	SIDM00658
LINC00858	CCSER2	SIDM00658
SIRPD	MICAL3	SIDM00658
TENM4	CLNS1A	SIDM00658
TMEM68	ERLIN2	SIDM00658
BTLA	FNDC3B	SIDM00659
CHSY3	RAD51B	SIDM00659
AGAP1	FGGY	SIDM00660
CDK14	TNS3	SIDM00660
HSCB	ZNRF3	SIDM00660
SNTB2	NFAT5	SIDM00660
C11orf97	NPAT	SIDM00661
CAPN13	USP34	SIDM00661
USP34	LCLAT1	SIDM00661
ATP6V1E1	MICAL3	SIDM00663
LIMCH1	CCDC149	SIDM00663
BRK1	IRAK2	SIDM00664
CASC8	CCAT1	SIDM00664
PEAK1	TSPAN3	SIDM00664
PSMB7	C15orf38-AP3S2	SIDM00664
CELF4	PSMB2	SIDM00665
GOLGA4	XYLB	SIDM00665
GPC5	GPC6	SIDM00665
ITGA9	BIRC6	SIDM00665
NRCAM	CLASP1	SIDM00665
PLA2G1B	PXN	SIDM00665
SIMC1	ZFP62	SIDM00665
SYK	CHST11	SIDM00665
TMEM39B	EPHB2	SIDM00665
UROC1	SLC30A7	SIDM00665
ZMYM4	ZBTB40	SIDM00665
AK9	HDAC2	SIDM00666
NCKAP1	DCAF8	SIDM00666
LRMDA	FAM149B1	SIDM00667
RHBG	PRCC	SIDM00667
VMP1	CLTC	SIDM00667
LINC00635	RAB43	SIDM00669
MTMR14	IL17RC	SIDM00669
PPP1R9A	ZNF3	SIDM00669
SAMD12	NSF	SIDM00669
SAMD12	NSFP1	SIDM00669
TRNP1	CLIC4	SIDM00669
TECTB	VTI1A	SIDM00670
CCDC50	UTS2B	SIDM00671
CPLX4	XRN1	SIDM00671
FOXK2	TP63	SIDM00671
GPHN	UTRN	SIDM00671
MBNL2	PCCA	SIDM00671
MORN3	TRIM8	SIDM00671
TP63	FOXK2	SIDM00671
HCN2	LONP1	SIDM00672
HORMAD2	NF2	SIDM00672
SMIM14	RFC1	SIDM00672
TFEB	IGF2BP2	SIDM00672
KHDRBS2	MTO1	SIDM00673
PDCD6	C5orf22	SIDM00673
SLC12A7	PDCD6	SIDM00673
ATP5MG	KMT2A	SIDM00675
BCL2L12	PRMT1	SIDM00675
BUB1B	SPRED1	SIDM00675
CAVIN1	STAT3	SIDM00675
COL24A1	UBE2E1	SIDM00675
GSDMB	MED1	SIDM00675
GSTM1	COL24A1	SIDM00675
HHLA1	PTPRA	SIDM00675
IFI16	NOS1AP	SIDM00675
IGSF23	ARHGAP35	SIDM00675
MBOAT2	PRKCE	SIDM00675
MMP20	TMEM123	SIDM00675
NIPBL	WDR70	SIDM00675
PAG1	TPD52	SIDM00675
PCDH7	MTAP	SIDM00675
PIGN	VPS37A	SIDM00675
PPARGC1B	HMGXB3	SIDM00675
PRKAR2A	SLC26A6	SIDM00675
PRKCE	MBOAT2	SIDM00675
PVR	ARHGAP35	SIDM00675
RAB2A	LCORL	SIDM00675
RANGRF	ADAM9	SIDM00675
SEC22B	NOTCH2	SIDM00675
TCF12	RNF111	SIDM00675
TM6SF1	SCAPER	SIDM00675
UQCC2	XRCC6	SIDM00675
WRNIP1	KCNS3	SIDM00675
B4GALT4	FAM222B	SIDM00676
C8orf46	NPEPPS	SIDM00676
COPA	PBX1	SIDM00676
FBXO47	PIP4K2B	SIDM00676
FGD6	NR2C1	SIDM00676
NADK	CDK11B	SIDM00676
PIWIL2	DLC1	SIDM00676
RAD51B	PCNX1	SIDM00676
RBX1	MIATNB	SIDM00676
SLC25A20	PRKAR2A	SIDM00676
FAM174B	IQGAP1	SIDM00677
SH3D19	LRBA	SIDM00677
TMCO4	LUZP1	SIDM00677
FRMD8	SCYL1	SIDM00678
MACC1	ARID2	SIDM00678
MBOAT1	USP7	SIDM00678
RPARP-AS1	SUFU	SIDM00678
ZNF826P	TCF12	SIDM00678
ATAD2	WDYHV1	SIDM00679
CCL18	ARHGAP23	SIDM00679
DDX52	MRM1	SIDM00679
HSPD1	MIR4435-2HG	SIDM00679
LRRC36	RIPOR1	SIDM00679
MSANTD4	ARHGAP32	SIDM00679
NBR2	ACACA	SIDM00679
PLAC9	ANXA11	SIDM00679
SPARC	FAT2	SIDM00679
SSR2	KHDC4	SIDM00679
TXNRD2	GNB1L	SIDM00679
MPP5	GPHN	SIDM00680
OPCML	ACAP2	SIDM00680
ACOT7	NOL9	SIDM00681
PRKAR1B	COX19	SIDM00681
BMPR2	FAM117B	SIDM00683
CYP2C19	CCSER2	SIDM00683
CYP2C19	SNX9	SIDM00683
DGKB	MIPOL1	SIDM00683
MPP2	GPS2	SIDM00683
MSH6	MSH2	SIDM00683
PIK3CD	RERE	SIDM00683
PSPC1	DLEU2	SIDM00683
SENP6	MYO6	SIDM00683
CBFB	C16orf70	SIDM00684
ENTPD6	PYGB	SIDM00684
FBXO3	CD59	SIDM00684
KIF18B	CDK12	SIDM00684
POLR2K	SPAG1	SIDM00684
RAB11FIP4	EIF4G3	SIDM00684
SOGA1	DSN1	SIDM00684
AFG3L1P	FBRS	SIDM00685
CES5AP1	AHRR	SIDM00685
CPPED1	CMTM4	SIDM00685
CYB5B	NUP93	SIDM00685
DPEP1	UNKL	SIDM00685
NR4A3	STX17	SIDM00685
RAB11FIP3	TSC2	SIDM00685
RBFOX1	FTO	SIDM00685
ULK1	PUS1	SIDM00685
ECH1	SAMD4B	SIDM00686
ENO1	RERE	SIDM00686
FAM110D	CDH23	SIDM00686
GSDMB	PGAP3	SIDM00686
RALY	ITCH	SIDM00686
SUSD6	SRSF5	SIDM00686
FGFR2	SNX19	SIDM00687
GABRG3	HERC2P2	SIDM00687
LINC01153	FGFR2	SIDM00687
MECOM	HMCES	SIDM00687
SIK3	PAFAH1B2	SIDM00687
ULK4	CTNNB1	SIDM00687
ULK4	FGFR2	SIDM00687
GAS6-AS1	TBCEL	SIDM00688
PHACTR4	RCC1	SIDM00688
UBC	NCOR2	SIDM00688
GNB1	NOL9	SIDM00689
IGHG2	BCL2	SIDM00689
NLRC3	PAM16	SIDM00689
ROBO2	IKZF1	SIDM00689
ATP6V0A1	MLX	SIDM00690
NADK	SSU72	SIDM00690
PPID	SH3D19	SIDM00690
TSPEAR	UBE2G2	SIDM00690
UBC	NCOR2	SIDM00690
SNAP23	HAUS2	SIDM00693
ZNF593	CEP85	SIDM00693
GCHFR	GPC6	SIDM00695
NMRAL1	CORO7	SIDM00695
MPRIP	LMO7	SIDM00697
POLN	PPARGC1A	SIDM00697
ABAT	PMM2	SIDM00698
C2CD5	SLCO1A2	SIDM00698
CKMT2-AS1	SSBP2	SIDM00698
CYB5R3	POLDIP3	SIDM00698
OSBPL9	PARP4	SIDM00698
RTN4	PPP4R3B	SIDM00698
SCD5	MYO3A	SIDM00698
ADAT3	CSNK1G2	SIDM00699
AGBL1	TRIT1	SIDM00699
CAMKMT	CNPY3	SIDM00699
CDH4	SS18L1	SIDM00699
FADS3	FADS1	SIDM00699
SCAMP4	CSNK1G2	SIDM00699
TCEA2	MYT1	SIDM00699
AAGAB	IQCH-AS1	SIDM00700
MARCH5	BTAF1	SIDM00700
SNTG1	TBCE	SIDM00700
SVIP	EIF4G3	SIDM00700
TANC2	MBNL1	SIDM00700
DLGAP3	SMIM12	SIDM00702
GRIK3	CDCA8	SIDM00702
MTF1	PVT1	SIDM00702
ACTN4	RAB4B	SIDM00703
AP2A1	PIK3R3	SIDM00703
COL24A1	ARHGAP29	SIDM00703
DEDD2	TBCA	SIDM00703
POMGNT1	TCEANC2	SIDM00703
RPL13A	SAE1	SIDM00703
SCP2	NFIA	SIDM00703
SMARCA4	FARSA	SIDM00703
STRN4	BCAR3	SIDM00703
TMEM59	TSPAN1	SIDM00703
TXLNA	HNRNPR	SIDM00703
ZIM2	ZNF331	SIDM00703
AATF	DDX52	SIDM00704
CAMK2B	EEPD1	SIDM00704
CCDC146	PTPN12	SIDM00704
COLQ	SPTAN1	SIDM00704
HECTD4	CDC20	SIDM00704
KDM3A	RTN4	SIDM00704
LRRTM4	ANTXR1	SIDM00704
NQO2	C6orf106	SIDM00704
NRK	IL1RAPL2	SIDM00704
NUMA1	TTC28	SIDM00704
PHF14	NDUFA4	SIDM00704
TERB1	CMTM4	SIDM00704
TTC28	NUMA1	SIDM00704
UNC5C	ATXN2	SIDM00704
ERC1	WNK1	SIDM00706
MSI2	TRIM37	SIDM00706
PKD1	CREBBP	SIDM00706
PPP6C	SCAI	SIDM00706
SLX4	CREBBP	SIDM00706
TRIM37	MSI2	SIDM00706
ANXA13	ATAD2	SIDM00708
DEFB123	TPX2	SIDM00708
GAPDHS	CD22	SIDM00708
PLAT	POLB	SIDM00708
TPD52L3	KDM4C	SIDM00708
TRPS1	ASAP1	SIDM00708
XXYLT1	TNK2	SIDM00708
ADAMTS6	PDE4D	SIDM00709
CCK	PPIL2	SIDM00709
OLFML2B	PBX1	SIDM00709
SCFD2	ABHD12	SIDM00709
TP53BP2	CDC42BPA	SIDM00709
WNT1	ARF3	SIDM00709
CAPN7	TBC1D5	SIDM00710
DAZL	UBE2E1	SIDM00710
DCAF4L1	ITPKB	SIDM00710
DNAJC16	MAST2	SIDM00710
EDEM1	GPD1L	SIDM00710
GPD1L	RFTN1	SIDM00710
HSPG2	LRP8	SIDM00710
LARS2	COLQ	SIDM00710
LZTFL1	ZNF852	SIDM00710
NEK10	LRRFIP2	SIDM00710
P4HB	HGS	SIDM00710
PLCL2	CMC1	SIDM00710
PRSS50	PLCL2	SIDM00710
RBMS3	SATB1-AS1	SIDM00710
SCN10A	MKRN2	SIDM00710
TRAK1	SACM1L	SIDM00710
TRANK1	CMTM8	SIDM00710
ULK4	TRANK1	SIDM00710
WNT7A	UBE2E1	SIDM00710
WRAP53	SDK2	SIDM00710
YIF1B	ARHGAP35	SIDM00710
AHSP	ZNF571	SIDM00711
ASIC2	CDC6	SIDM00711
BRINP3	RYR2	SIDM00711
C2orf54	KIF1A	SIDM00711
CARD10	MFNG	SIDM00711
COL14A1	FGFR2	SIDM00711
DEPTOR	TATDN1	SIDM00711
DPP6	PIAS1	SIDM00711
HECW1	ADCY1	SIDM00711
HSCB	MTMR3	SIDM00711
LINC00243	FLOT1	SIDM00711
LINC00375	TNRC6A	SIDM00711
PPM1F	TLK1	SIDM00711
PRSS53	PAN3	SIDM00711
SMARCA4	LDLR	SIDM00711
SVOP	SSH1	SIDM00711
TMCC1	PLXND1	SIDM00711
ABLIM2	AFAP1	SIDM00713
ADAMTSL1	CNTLN	SIDM00713
ERI3	RAI1	SIDM00713
WSB1	TAOK1	SIDM00713
ACADL	LRRC45	SIDM00715
DCHS1	CARS	SIDM00715
NDUFB3	FAM126B	SIDM00715
ARHGAP5	KIAA0391	SIDM00716
DENND2C	TRIM33	SIDM00716
MIEN1	PVT1	SIDM00716
PNMT	PVT1	SIDM00716
PNMT	RARA	SIDM00716
PVT1	WIPF2	SIDM00716
SF3B3	CSDE1	SIDM00716
STARD3	RARA	SIDM00716
TCAP	RARA	SIDM00716
WIPF2	IKZF3	SIDM00716
CCDC171	UBAP2	SIDM00718
FAM214A	GALK2	SIDM00718
FOXRED2	MYH9	SIDM00718
GLP2R	TP53	SIDM00718
PACS1	CCDC57	SIDM00718
VAC14	UTP4	SIDM00718
ABCA8	IQGAP3	SIDM00719
CREB3L2	DGKI	SIDM00719
DAZAP2	NRG1	SIDM00719
DDX46	NDUFS4	SIDM00719
ESYT2	PTPRN2	SIDM00719
FUS	SF1	SIDM00719
IDI2-AS1	WDR37	SIDM00719
JAKMIP2	DPYSL3	SIDM00719
LINC00298	LINC00299	SIDM00719
LINC00578	RB1	SIDM00719
LRRC8A	NFATC2IP	SIDM00719
PPARGC1A	FGF5	SIDM00720
TAX1BP3	SHPK	SIDM00720
CTHRC1	RIMS2	SIDM00721
MACF1	SMAP2	SIDM00721
MARCH2	HNRNPM	SIDM00721
MYCL	RLF	SIDM00721
STK35	ATRN	SIDM00721
TAB2	GINM1	SIDM00721
TRAP1	MTHFD2L	SIDM00721
UBC	NCOR2	SIDM00721
ADAM32	HOOK3	SIDM00722
KCNB2	TBC1D31	SIDM00722
LRRC3B	EOGT	SIDM00722
MPP2	TAF15	SIDM00722
NCBP2	SENP5	SIDM00722
ABLIM3	MAP3K1	SIDM00723
NUP188	PTPA	SIDM00723
POU4F3	PDE4D	SIDM00723
DPYD	MIR137HG	SIDM00724
GTF2H5	TULP4	SIDM00724
LINC00506	MECOM	SIDM00724
SCARB1	NCOR2	SIDM00724
CABP5	KCNJ14	SIDM00727
FBXL17	EPB41L4A	SIDM00727
KIF1C	DNASE1L1	SIDM00727
PDE1A	ERV3-1	SIDM00727
PDE1A	ZNF117	SIDM00727
SLTM	MINDY2	SIDM00727
TFDP2	PLXND1	SIDM00727
VMP1	RPS6KB1	SIDM00727
TUBA3D	MAML2	SIDM00728
ALK	EML4	SIDM00729
CFTR	SND1	SIDM00729
LUC7L2	PTCH1	SIDM00729
PTPN3	ALK	SIDM00729
STXBP5L	DCBLD2	SIDM00729
ZC3H13	KATNAL1	SIDM00729
CACNA1C	PPM1H	SIDM00730
CLC	WDR62	SIDM00730
PEG10	SGCE	SIDM00730
RILPL1	SBNO1	SIDM00730
BCL2L14	ETV6	SIDM00731
CACNA1I	ABCB8	SIDM00731
CYSTM1	ANKHD1	SIDM00731
FHAD1	KAZN	SIDM00731
MAML3	SETD7	SIDM00731
MED12L	EIF2A	SIDM00731
MRFAP1	KIAA0232	SIDM00731
PDSS2	BEND3	SIDM00731
UCHL1	LIMCH1	SIDM00731
ALDH3A1	GRAP	SIDM00732
ALDH3A1	SLC5A10	SIDM00732
ALKBH5	TOP3A	SIDM00732
ATP2B2	SRGAP3	SIDM00732
C7orf66	ASPM	SIDM00732
DRG2	SPECC1	SIDM00732
DSCAML1	CUL5	SIDM00732
FAF1	EPS15	SIDM00732
FAM192A	NDE1	SIDM00732
FBXW10	TMEM11	SIDM00732
LRRC75A	TTC19	SIDM00732
OGFR-AS1	GMEB2	SIDM00732
RALGPS1	SLC27A4	SIDM00732
SENP7	STIM1	SIDM00732
SLC5A10	USP22	SIDM00732
STIM1	SENP7	SIDM00732
TBC1D3P4	FBXW10	SIDM00732
TMEM11	ALDH3A2	SIDM00732
TOP3A	TOM1L2	SIDM00732
ZSWIM7	LRRC75A-AS1	SIDM00732
ACRBP	ENO2	SIDM00733
BCL2L1	HM13	SIDM00733
CASC21	EED	SIDM00733
CASC21	PVT1	SIDM00733
CCDC81	PICALM	SIDM00733
CCNB1IP1	PVT1	SIDM00733
CHD7	PVT1	SIDM00733
FKBPL	ABHD16A	SIDM00733
HM13	TPX2	SIDM00733
MAP3K13	SENP2	SIDM00733
SLC7A7	PVT1	SIDM00733
SPSB2	CACNA1C	SIDM00733
TRMT61B	PVT1	SIDM00733
AKR1C6P	AKR1C1	SIDM00734
CEP72	ZDHHC11B	SIDM00734
CHRNA6	ERGIC2	SIDM00734
EIF4EBP1	ASPH	SIDM00734
LRRC49	THSD4	SIDM00734
MARCH11	ICE1	SIDM00734
MICAL3	BID	SIDM00734
MZB1	SIL1	SIDM00734
SKP2	LPCAT1	SIDM00734
SLC16A3	HEXDC	SIDM00734
AKAP6	BAZ1A	SIDM00735
CACNA2D2	CLIP2	SIDM00735
MYO16	GPC6	SIDM00735
STXBP6	STRN3	SIDM00735
CFAP61	RALGAPA2	SIDM00737
ERH	ITPK1	SIDM00737
FAM49A	MYCN	SIDM00737
GAB3	FMR1	SIDM00737
IL9R	GAB3	SIDM00737
LSM10	PSMB2	SIDM00737
ME3	PICALM	SIDM00737
NBAS	DDX1	SIDM00737
RAB6A	FCHSD2	SIDM00737
RALGAPA1	ARHGAP5	SIDM00737
STK40	PSMB2	SIDM00737
CCDC91	PYROXD1	SIDM00738
FN3KRP	TBCD	SIDM00738
GPR182	UBE2N	SIDM00738
SOX5	ETNK1	SIDM00738
UQCC1	FAM102B	SIDM00738
ZNF7	LMO4	SIDM00738
CWC27	PDE4D	SIDM00739
DPF3	IGSF9B	SIDM00739
DPF3	SINHCAF	SIDM00739
EYS	TPPP	SIDM00739
MAP3K3	MRC2	SIDM00739
MARCH10	MED13	SIDM00739
PDE6B	GRK4	SIDM00739
PKP2	C2CD5	SIDM00739
POLD3	UVRAG	SIDM00739
RBL1	NDRG3	SIDM00739
TNIK	SMPDL3A	SIDM00739
COG5	KRIT1	SIDM00740
AKT3	MYCL	SIDM00741
AKT3	TRIT1	SIDM00741
ASAP1	FAM49B	SIDM00741
ASPSCR1	AKT3	SIDM00741
ATF6	MFSD2A	SIDM00741
ATL1	CARS	SIDM00741
CDK15	NOP58	SIDM00741
